symbol,gene_id,diseaseid,score,evidencecount,name,parents,therapeuticareas
SLC16A9,ENSG00000165449,EFO_0004329,0.337053644505002,2,alcohol drinking,[EFO_0004315],[GO_0008150]
SLC16A9,ENSG00000165449,EFO_0010469,0.3800959921266231,2,carnitine measurement,[EFO_0005134],[EFO_0001444]
SLC16A9,ENSG00000165449,EFO_0004509,0.35153691518525326,2,hemoglobin measurement,"[EFO_0004747, EFO_0004503]",[EFO_0001444]
SLC16A9,ENSG00000165449,EFO_0004627,0.30130120255969206,1,IGF-1 measurement,"[EFO_0005127, EFO_0004730, EFO_0004747]",[EFO_0001444]
SLC16A9,ENSG00000165449,EFO_0005059,0.46150187966356915,4,acylcarnitine measurement,[EFO_0004725],[EFO_0001444]
SLC16A9,ENSG00000165449,EFO_0004612,0.3810747592423009,2,high density lipoprotein cholesterol measurement,"[EFO_0004529, EFO_0004732]",[EFO_0001444]
SLC16A9,ENSG00000165449,EFO_0004312,0.27644446315733956,1,vital capacity,[EFO_0003892],[EFO_0001444]
SLC16A9,ENSG00000165449,EFO_0004314,0.28106336984547686,1,forced expiratory volume,"[EFO_0003892, EFO_0006841]",[EFO_0001444]
SLC16A9,ENSG00000165449,EFO_0004274,0.442990959926111,19,gout,"[EFO_0005856, EFO_0000589]","[OTAR_0000006, OTAR_0000020]"
SLC16A9,ENSG00000165449,EFO_0007984,0.40025308974346463,2,platelet component distribution width,[EFO_0005036],[EFO_0001444]
SLC16A9,ENSG00000165449,EFO_0004531,0.4920800366365991,12,urate measurement,[EFO_0001444],[EFO_0001444]
SLC16A9,ENSG00000165449,EFO_0004530,0.4059618963817478,3,triglyceride measurement,[EFO_0004529],[EFO_0001444]
SLC17A1,ENSG00000124568,EFO_0000685,0.2588518944306143,2,rheumatoid arthritis,"[MONDO_0000589, EFO_0005140, EFO_0005755, EFO_0005856]","[OTAR_0000006, EFO_0000540]"
SLC17A1,ENSG00000124568,EFO_0005664,0.33174961784692336,3,blood metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC17A1,ENSG00000124568,EFO_0005653,0.3911898572663477,9,serum metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC17A1,ENSG00000124568,EFO_0004761,0.398524377058419,9,uric acid measurement,"[EFO_0004742, EFO_0004298]",[EFO_0001444]
SLC17A1,ENSG00000124568,EFO_0007010,0.24630372728242783,1,drug use measurement,[EFO_0001444],[EFO_0001444]
SLC17A1,ENSG00000124568,EFO_1000999,0.23593855235682354,1,joint disease,[EFO_0002461],[OTAR_0000006]
SLC17A1,ENSG00000124568,EFO_0005116,0.4234308822829043,28,urinary metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC17A1,ENSG00000124568,EFO_0004274,0.4310408050558204,36,gout,"[EFO_0005856, EFO_0000589]","[OTAR_0000006, OTAR_0000020]"
SLC17A1,ENSG00000124568,EFO_0004531,0.4403524306683563,18,urate measurement,[EFO_0001444],[EFO_0001444]
SLC17A2,ENSG00000112337,EFO_0004339,0.29035720642805773,3,body height,[EFO_0004324],[EFO_0001444]
SLC17A2,ENSG00000112337,MONDO_0007915,0.23228141689598045,3,systemic lupus erythematosus,"[MONDO_0004670, EFO_0003086, EFO_0005140]","[OTAR_0000006, EFO_0000540, EFO_0009690]"
SLC17A2,ENSG00000112337,EFO_0009459,0.3079370713397416,2,ACPA-positive rheumatoid arthritis,[EFO_0000685],"[OTAR_0000006, EFO_0000540]"
SLC17A2,ENSG00000112337,EFO_0004526,0.21690791111780125,13,mean corpuscular volume,[EFO_0004306],[EFO_0001444]
SLC17A2,ENSG00000112337,EFO_0009188,0.3581549804307,6,Red cell distribution width,[EFO_0004509],[EFO_0001444]
SLC17A3,ENSG00000124564,EFO_0004908,0.27188730028553976,4,testosterone measurement,"[EFO_0004529, EFO_0011008]",[EFO_0001444]
SLC17A3,ENSG00000124564,EFO_0000537,0.22334763296766344,3,hypertension,[MONDO_0000473],[EFO_0000319]
SLC17A3,ENSG00000124564,EFO_0004526,0.20561245298479594,8,mean corpuscular volume,[EFO_0004306],[EFO_0001444]
SLC17A3,ENSG00000124564,EFO_0004518,0.26336471652252313,1,creatinine measurement,"[EFO_0004742, EFO_0004725]",[EFO_0001444]
SLC17A3,ENSG00000124564,EFO_0005116,0.33404160189547655,24,urinary metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC17A3,ENSG00000124564,EFO_0004308,0.26695611145386794,2,leukocyte count,[EFO_0004586],[EFO_0001444]
SLC17A3,ENSG00000124564,EFO_0007901,0.2098278817427083,5,hepcidin:ferritin ratio,[EFO_0004461],[EFO_0001444]
SLC17A3,ENSG00000124564,EFO_0004531,0.345069131199967,21,urate measurement,[EFO_0001444],[EFO_0001444]
SLC17A3,ENSG00000124564,EFO_0004527,0.33664916420443536,12,mean corpuscular hemoglobin,[EFO_0004306],[EFO_0001444]
SLC17A4,ENSG00000146039,MONDO_0005090,0.21333387058333994,1,schizophrenia,[EFO_0005407],"[MONDO_0002025, EFO_0000618]"
SLC17A4,ENSG00000146039,EFO_0005116,0.32025263447610547,22,urinary metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC17A5,ENSG00000119899,MONDO_0002561,0.3725313604686421,4,lysosomal storage disease,[MONDO_0019052],"[OTAR_0000018, OTAR_0000020]"
SLC17A5,ENSG00000119899,EFO_0000508,0.4101771622041823,29,genetic disorder,[OTAR_0000018],[OTAR_0000018]
SLC17A5,ENSG00000119899,MONDO_0011449,0.8108571010399506,474,Salla disease,"[MONDO_0017706, MONDO_0019366]","[OTAR_0000018, OTAR_0000020]"
SLC17A5,ENSG00000119899,MONDO_0017737,0.45273532198875965,2,intermediate severe Salla disease,"[MONDO_0019366, MONDO_0017706]","[OTAR_0000018, OTAR_0000020]"
SLC17A5,ENSG00000119899,EFO_0004736,0.2974372296108576,2,aspartate aminotransferase measurement,"[EFO_0004747, EFO_0004582]",[EFO_0001444]
SLC17A5,ENSG00000119899,MONDO_0015193,0.3713353589944541,3,hydrops fetalis,[MONDO_0019755],[OTAR_0000018]
SLC17A5,ENSG00000119899,EFO_0005772,0.5030392466541774,3,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC17A5,ENSG00000119899,MONDO_0010027,0.8092047784212123,138,"free sialic acid storage disease, infantile form","[MONDO_0019366, MONDO_0800088, MONDO_0017706]","[OTAR_0000006, OTAR_0000018, OTAR_0000020]"
SLC17A5,ENSG00000119899,GO_0007568,0.5030392466541774,3,aging,[GO_0032502],[GO_0008150]
SLC17A5,ENSG00000119899,MONDO_0019052,0.3695798546847018,1,inborn errors of metabolism,"[EFO_0000589, EFO_0000508]","[OTAR_0000018, OTAR_0000020]"
SLC17A6,ENSG00000091664,EFO_0010750,0.24926160571755876,1,PHF-tau measurement,"[EFO_0006514, EFO_0004464]",[EFO_0001444]
SLC17A6,ENSG00000091664,EFO_0006335,0.3607820062853464,2,systolic blood pressure,[EFO_0004325],[EFO_0001444]
SLC17A6,ENSG00000091664,EFO_0004747,0.20550060558593203,1,protein measurement,[EFO_0001444],[EFO_0001444]
SLC17A6,ENSG00000091664,EFO_0000537,0.3141691175694819,2,hypertension,[MONDO_0000473],[EFO_0000319]
SLC17A7,ENSG00000104888,NA,NA,NA,NA,NA,NA
SLC17A8,ENSG00000179520,MONDO_0019588,0.36994943453938645,2,"hearing loss, autosomal recessive","[EFO_1000017, MONDO_0016298, MONDO_0016297]","[MONDO_0002025, OTAR_0000018, EFO_0000618]"
SLC17A8,ENSG00000179520,MONDO_0019587,0.635490151885945,102,autosomal dominant nonsyndromic hearing loss,"[MONDO_0016297, MONDO_0016298, MONDO_0000426]","[MONDO_0002025, OTAR_0000018, EFO_0000618]"
SLC17A8,ENSG00000179520,MONDO_0019497,0.3695798546847018,1,nonsyndromic genetic hearing loss,"[MONDO_0037940, EFO_0004238]","[MONDO_0002025, OTAR_0000018, EFO_0000618]"
SLC17A8,ENSG00000179520,EFO_0004238,0.37269109246075344,12,hearing loss,[MONDO_0021945],"[MONDO_0002025, EFO_0000618]"
SLC17A8,ENSG00000179520,EFO_0004458,0.20157714419768216,1,C-reactive protein measurement,"[EFO_0004747, EFO_0004872]",[EFO_0001444]
SLC17A8,ENSG00000179520,EFO_0004533,0.2803453892100879,1,alkaline phosphatase measurement,"[EFO_0004512, EFO_0004747, EFO_0004582]",[EFO_0001444]
SLC17A8,ENSG00000179520,EFO_0003060,0.30706775920771323,1,non-small cell lung carcinoma,[EFO_0001071],"[OTAR_0000010, MONDO_0045024]"
SLC17A8,ENSG00000179520,EFO_0003923,0.21376364179046115,2,bone density,[EFO_0004516],[EFO_0001444]
SLC17A8,ENSG00000179520,EFO_0004696,0.3680838692493473,3,sex hormone-binding globulin measurement,"[EFO_0011008, EFO_0004555]",[EFO_0001444]
SLC17A8,ENSG00000179520,EFO_0004611,0.35476559764106336,2,low density lipoprotein cholesterol measurement,"[EFO_0004732, EFO_0005278, EFO_0004529]",[EFO_0001444]
SLC17A8,ENSG00000179520,EFO_0004532,0.3600042921415219,2,serum gamma-glutamyl transferase measurement,[EFO_0004582],[EFO_0001444]
SLC17A8,ENSG00000179520,EFO_0004531,0.21376364179046115,2,urate measurement,[EFO_0001444],[EFO_0001444]
SLC17A9,ENSG00000101194,MONDO_0019212,0.5493291234534363,7,disseminated superficial actinic porokeratosis,[EFO_1000757],"[OTAR_0000018, EFO_0010285]"
SLC18A1,ENSG00000036565,EFO_0000195,0.2669647747320689,5,metabolic syndrome,[EFO_0000589],[OTAR_0000020]
SLC18A1,ENSG00000036565,EFO_0001645,0.3364024330732632,4,coronary artery disease,"[MONDO_0000473, EFO_0003777]",[EFO_0000319]
SLC18A1,ENSG00000036565,EFO_0007986,0.32878243926430006,6,reticulocyte count,[EFO_0010700],[EFO_0001444]
SLC18A1,ENSG00000036565,EFO_0010700,0.27049908460188,2,reticulocyte measurement,[EFO_0004503],[EFO_0001444]
SLC18A1,ENSG00000036565,EFO_0004533,0.2554886236486827,2,alkaline phosphatase measurement,"[EFO_0004512, EFO_0004747, EFO_0004582]",[EFO_0001444]
SLC18A1,ENSG00000036565,EFO_0004526,0.2843013067928186,4,mean corpuscular volume,[EFO_0004306],[EFO_0001444]
SLC18A1,ENSG00000036565,EFO_0004639,0.2485645743530026,1,phospholipid measurement,"[EFO_0004529, EFO_0010968]",[EFO_0001444]
SLC18A1,ENSG00000036565,EFO_0004614,0.41798278877873696,8,apolipoprotein A 1 measurement,"[EFO_0004872, EFO_0005278, EFO_0004732]",[EFO_0001444]
SLC18A1,ENSG00000036565,EFO_0009188,0.35837490832859775,7,Red cell distribution width,[EFO_0004509],[EFO_0001444]
SLC18A1,ENSG00000036565,EFO_0004612,0.41506766199643025,28,high density lipoprotein cholesterol measurement,"[EFO_0004529, EFO_0004732]",[EFO_0001444]
SLC18A1,ENSG00000036565,EFO_0007984,0.3333426221604895,3,platelet component distribution width,[EFO_0005036],[EFO_0001444]
SLC18A1,ENSG00000036565,EFO_0007929,0.25300214098068147,1,triglyceride:HDL cholesterol ratio,"[EFO_0004732, EFO_0004529]",[EFO_0001444]
SLC18A1,ENSG00000036565,EFO_0004530,0.41918374694756866,26,triglyceride measurement,[EFO_0004529],[EFO_0001444]
SLC18A2,ENSG00000165646,HP_0012443,0.26609749537298527,1,Abnormal brain morphology,[HP_0002011],[EFO_0000651]
SLC18A2,ENSG00000165646,MONDO_0002561,0.4119464064250153,2,lysosomal storage disease,[MONDO_0019052],"[OTAR_0000018, OTAR_0000020]"
SLC18A2,ENSG00000165646,MONDO_0016158,0.5409211817593593,5,narcolepsy-cataplexy syndrome,"[EFO_0005774, MONDO_0021107]","[MONDO_0002025, OTAR_0000018, EFO_0000618]"
SLC18A2,ENSG00000165646,EFO_0005203,0.4002103348888715,12,eating disorder,"[EFO_0000677, MONDO_0002025, EFO_0001069]","[MONDO_0002025, OTAR_0000020, EFO_0000618]"
SLC18A2,ENSG00000165646,EFO_0004152,0.5715789748110867,30,chorea,[EFO_0004280],[EFO_0000618]
SLC18A2,ENSG00000165646,EFO_0003843,0.3695798546847018,1,pain,[EFO_0003765],[EFO_0000651]
SLC18A2,ENSG00000165646,MONDO_0007739,0.5881600810607683,60,Huntington disease,"[MONDO_0000167, EFO_0004280]","[OTAR_0000018, EFO_0000618]"
SLC18A2,ENSG00000165646,EFO_0000389,0.20099542039277465,4,cutaneous melanoma,"[MONDO_0021583, EFO_0000756, MONDO_0002898]","[MONDO_0045024, EFO_0010285]"
SLC18A2,ENSG00000165646,EFO_0000508,0.447412690996771,18,genetic disorder,[OTAR_0000018],[OTAR_0000018]
SLC18A2,ENSG00000165646,HP_0003124,0.25870589827929125,1,Hypercholesterolemia,[HP_0003119],[EFO_0000651]
SLC18A2,ENSG00000165646,EFO_0001073,0.5145014002481042,14,obesity,[MONDO_0003916],[OTAR_0000020]
SLC18A2,ENSG00000165646,EFO_0005924,0.4619748183558772,2,binge eating,[EFO_0005203],"[MONDO_0002025, OTAR_0000020, EFO_0000618]"
SLC18A2,ENSG00000165646,EFO_0003777,0.27718489101352634,2,heart disease,[EFO_0000319],[EFO_0000319]
SLC18A2,ENSG00000165646,EFO_0001645,0.25870589827929125,1,coronary artery disease,"[MONDO_0000473, EFO_0003777]",[EFO_0000319]
SLC18A2,ENSG00000165646,EFO_0003890,0.5043828234175624,7,drug dependence,"[EFO_0000677, MONDO_0004938]","[MONDO_0002025, EFO_0000618]"
SLC18A2,ENSG00000165646,EFO_0003888,0.6096774427961651,124,attention deficit hyperactivity disorder,[MONDO_0000592],"[MONDO_0002025, EFO_0000618]"
SLC18A2,ENSG00000165646,EFO_0005653,0.22161744577461223,1,serum metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC18A2,ENSG00000165646,HP_0100543,0.37194446964977046,9,Cognitive impairment,[HP_0011446],[EFO_0000651]
SLC18A2,ENSG00000165646,EFO_0000537,0.546890294486057,9,hypertension,[MONDO_0000473],[EFO_0000319]
SLC18A2,ENSG00000165646,EFO_0003763,0.25870589827929125,1,cerebrovascular disorder,"[EFO_0005774, MONDO_0043218]","[EFO_0000618, EFO_0000319]"
SLC18A2,ENSG00000165646,EFO_1000632,0.4762601063501485,5,cerebral palsy,"[EFO_1000631, MONDO_0044996]",[EFO_0000618]
SLC18A2,ENSG00000165646,EFO_0004895,0.3599840915961768,26,Tourette syndrome,"[MONDO_0002420, EFO_0004280, EFO_0000508]","[MONDO_0002025, OTAR_0000018, EFO_0000618]"
SLC18A2,ENSG00000165646,MONDO_0005090,0.4092031061679722,36,schizophrenia,[EFO_0005407],"[MONDO_0002025, EFO_0000618]"
SLC18A2,ENSG00000165646,EFO_0005772,0.4130038154536965,5,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC18A2,ENSG00000165646,MONDO_0004985,0.439350268923858,9,bipolar disorder,[EFO_0004247],"[MONDO_0002025, EFO_0000618]"
SLC18A2,ENSG00000165646,MONDO_0002277,0.5030392466541774,3,arteriosclerosis disorder,[MONDO_0000473],[EFO_0000319]
SLC18A2,ENSG00000165646,Orphanet_238455,0.46883764808151385,8,Infantile dystonia-parkinsonism,"[Orphanet_391799, Orphanet_307055]","[OTAR_0000018, EFO_0000618]"
SLC18A2,ENSG00000165646,MONDO_0005180,0.42128351071547077,94,Parkinson disease,"[EFO_0000508, MONDO_0021095]","[OTAR_0000018, EFO_0000618]"
SLC18A2,ENSG00000165646,MONDO_0005148,0.26290088628263947,5,type 2 diabetes mellitus,[EFO_0000400],"[EFO_0001379, EFO_0009605, OTAR_0000020, EFO_0010282]"
SLC18A2,ENSG00000165646,MONDO_0002050,0.5192083652966331,4,depressive disorder,[EFO_0004247],"[MONDO_0002025, EFO_0000618]"
SLC18A2,ENSG00000165646,MONDO_0002009,0.5337785287530633,17,major depressive disorder,[MONDO_0002050],"[MONDO_0002025, EFO_0000618]"
SLC18A2,ENSG00000165646,EFO_0005543,0.25870589827929125,1,glioma,"[EFO_0009386, MONDO_0021193]","[EFO_0000618, MONDO_0045024]"
SLC18A2,ENSG00000165646,MONDO_0018130,0.4342563292545246,2,brain dopamine-serotonin vesicular transport disease,[MONDO_0019219],"[OTAR_0000018, OTAR_0000020]"
SLC18A2,ENSG00000165646,EFO_0003925,0.3695798546847018,1,cognition,[EFO_0004323],[GO_0008150]
SLC18A2,ENSG00000165646,EFO_0003922,0.3695798546847018,1,menopause,[EFO_0003765],[EFO_0000651]
SLC18A2,ENSG00000165646,EFO_0003914,0.25870589827929125,1,atherosclerosis,"[EFO_0009086, MONDO_0002277]",[EFO_0000319]
SLC18A2,ENSG00000165646,EFO_0004280,0.5791016315396132,62,movement disorder,[EFO_0000618],[EFO_0000618]
SLC18A2,ENSG00000165646,MONDO_0004975,0.42287800874018683,12,Alzheimer disease,"[MONDO_0001627, EFO_0005815]","[MONDO_0002025, EFO_0000618]"
SLC18A2,ENSG00000165646,MONDO_0005041,0.4625291881379043,3,glaucoma,[EFO_0003966],[MONDO_0024458]
SLC18A2,ENSG00000165646,MONDO_0005301,0.43504514734280914,4,multiple sclerosis,"[MONDO_0002562, EFO_1000870, EFO_0005774, EFO_0020092]","[EFO_0000540, EFO_0000618]"
SLC18A3,ENSG00000187714,Orphanet_98914,0.5001120246365077,10,Presynaptic congenital myasthenic syndromes,[Orphanet_590],"[OTAR_0000006, OTAR_0000018, MONDO_0024458]"
SLC18A3,ENSG00000187714,EFO_0005772,0.3704524737860406,4,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC18A3,ENSG00000187714,Orphanet_590,0.6226988807728948,29,Congenital myasthenic syndromes,"[Orphanet_98495, Orphanet_98690, Orphanet_98577]","[OTAR_0000006, OTAR_0000018, MONDO_0024458]"
SLC18A3,ENSG00000187714,MONDO_0008824,0.37013422446672883,2,fetal akinesia deformation sequence,"[MONDO_0015168, MONDO_0015222, MONDO_0015161, MONDO_0015929]","[OTAR_0000018, OTAR_0000010]"
SLC18A3,ENSG00000187714,EFO_0000519,0.2309874091779386,2,glioblastoma multiforme,"[EFO_0000272, MONDO_0016680]","[MONDO_0045024, EFO_0000618]"
SLC18B1,ENSG00000146409,EFO_0004327,0.22122006731632554,5,electrocardiography,[EFO_0004311],[EFO_0001444]
SLC18B1,ENSG00000146409,EFO_0010736,0.26661332391573417,2,cortical surface area measurement,[EFO_0004464],[EFO_0001444]
SLC18B1,ENSG00000146409,MONDO_0005180,0.24032701706579954,1,Parkinson disease,"[EFO_0000508, MONDO_0021095]","[OTAR_0000018, EFO_0000618]"
SLC18B1,ENSG00000146409,EFO_0009270,0.3313746617812809,5,heel bone mineral density,[EFO_0003923],[EFO_0001444]
SLC19A1,ENSG00000173638,HP_0000639,0.25870589827929125,1,Nystagmus,[HP_0000478],[EFO_0000651]
SLC19A1,ENSG00000173638,HP_0000545,0.25870589827929125,1,Myopia,[HP_0000539],[EFO_0000651]
SLC19A1,ENSG00000173638,EFO_0000508,0.4136946516926934,47,genetic disorder,[OTAR_0000018],[OTAR_0000018]
SLC19A1,ENSG00000173638,Orphanet_71862,0.4599523952621859,5,Retinal dystrophy,[Orphanet_98657],"[OTAR_0000018, MONDO_0024458]"
SLC19A1,ENSG00000173638,EFO_0004713,0.39402081506656406,3,FEV/FEC ratio,"[EFO_0006841, EFO_0003892]",[EFO_0001444]
SLC19A1,ENSG00000173638,EFO_0004980,0.2865834916955937,1,appendicular lean mass,"[EFO_0004516, EFO_0004302]",[EFO_0001444]
SLC19A1,ENSG00000173638,EFO_0006336,0.26985346128304066,1,diastolic blood pressure,[EFO_0004325],[EFO_0001444]
SLC19A1,ENSG00000173638,MONDO_0030038,0.47815405148078716,20,"glaucoma, primary closed-angle",[EFO_0000508],[OTAR_0000018]
SLC19A1,ENSG00000173638,EFO_0005671,0.2755634042338585,1,smoking behaviour measurement,[EFO_0001444],[EFO_0001444]
SLC19A1,ENSG00000173638,EFO_0004747,0.24040795592842581,2,protein measurement,[EFO_0001444],[EFO_0001444]
SLC19A1,ENSG00000173638,HP_0007754,0.25870589827929125,1,Macular dystrophy,[HP_0001103],[EFO_0000651]
SLC19A1,ENSG00000173638,MONDO_0800167,0.495544665605344,17,Knobloch syndrome 1,[MONDO_0800166],"[OTAR_0000018, MONDO_0024458, EFO_0000618]"
SLC19A1,ENSG00000173638,MONDO_0800166,0.5526376043933826,124,Knobloch syndrome,[MONDO_0020248],"[OTAR_0000018, MONDO_0024458, EFO_0000618]"
SLC19A1,ENSG00000173638,EFO_0004584,0.23147791443901664,4,mean platelet volume,"[EFO_0005036, EFO_0006846]",[EFO_0001444]
SLC19A1,ENSG00000173638,EFO_0004840,0.34324575662228357,2,cortical thickness,[EFO_0004464],[EFO_0001444]
SLC19A1,ENSG00000173638,MONDO_0005129,0.25870589827929125,1,cataract,"[EFO_0009674, EFO_0000508]","[OTAR_0000018, MONDO_0024458]"
SLC19A1,ENSG00000173638,EFO_0005772,0.25870589827929125,1,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC19A1,ENSG00000173638,MONDO_0019200,0.25870589827929125,1,retinitis pigmentosa,"[MONDO_0019216, MONDO_0019118]","[MONDO_0002025, OTAR_0000018, OTAR_0000020, MONDO_0024458, EFO_0000618]"
SLC19A1,ENSG00000173638,EFO_0004617,0.3626979255942392,2,cystatin C measurement,"[EFO_0004747, EFO_0004742]",[EFO_0001444]
SLC19A1,ENSG00000173638,EFO_0004518,0.38874669508967824,4,creatinine measurement,"[EFO_0004742, EFO_0004725]",[EFO_0001444]
SLC19A1,ENSG00000173638,Orphanet_2828,0.2785266576659224,1,Young adult-onset Parkinsonism,"[MONDO_0005180, Orphanet_307055]","[OTAR_0000018, EFO_0000618]"
SLC19A1,ENSG00000173638,EFO_0004207,0.25870589827929125,1,pathological myopia,[HP_0000545],[EFO_0000651]
SLC19A1,ENSG00000173638,EFO_0007979,0.2755634042338585,1,childhood trauma measurement,[EFO_0006848],[EFO_0001444]
SLC19A2,ENSG00000117479,HP_0000598,0.3400134663099256,1,Abnormality of the ear,[HP_0000118],[EFO_0000651]
SLC19A2,ENSG00000117479,MONDO_0009575,0.8145693064440681,188,thiamine-responsive megaloblastic anemia syndrome,"[MONDO_0020112, MONDO_0000152, EFO_1000017]","[OTAR_0000018, OTAR_0000020, EFO_0005803]"
SLC19A2,ENSG00000117479,EFO_0000537,0.24044002417344673,2,hypertension,[MONDO_0000473],[EFO_0000319]
SLC19A2,ENSG00000117479,EFO_0009314,0.25718950024295295,11,blood coagulation disease,[EFO_0005803],[EFO_0005803]
SLC19A2,ENSG00000117479,MONDO_0007500,0.3400134663099256,1,ear malformation,[EFO_0000508],[OTAR_0000018]
SLC19A3,ENSG00000135917,EFO_0000508,0.4892260411309127,18,genetic disorder,[OTAR_0000018],[OTAR_0000018]
SLC19A3,ENSG00000135917,EFO_0004725,0.2530036609593223,1,metabolite measurement,[EFO_0001444],[EFO_0001444]
SLC19A3,ENSG00000135917,HP_0001332,0.37174087022389984,4,Dystonia,"[HP_0100022, HP_0000708]",[EFO_0000651]
SLC19A3,ENSG00000135917,MONDO_0011841,0.8105139943081281,501,biotin-responsive basal ganglia disease,"[EFO_0009533, MONDO_0000152, EFO_0005595]","[OTAR_0000018, OTAR_0000020, EFO_0000618, OTAR_0000009]"
SLC19A3,ENSG00000135917,EFO_0005772,0.34945652137305105,4,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC19A3,ENSG00000135917,Orphanet_199348,0.7848587184531108,465,Thiamine-responsive encephalopathy,"[Orphanet_309827, Orphanet_166472, EFO_0005596]","[OTAR_0000018, OTAR_0000020]"
SLC19A3,ENSG00000135917,EFO_0004614,0.24622118583362587,1,apolipoprotein A 1 measurement,"[EFO_0004872, EFO_0005278, EFO_0004732]",[EFO_0001444]
SLC19A3,ENSG00000135917,EFO_0004612,0.31343677811441745,2,high density lipoprotein cholesterol measurement,"[EFO_0004529, EFO_0004732]",[EFO_0001444]
SLC19A3,ENSG00000135917,Orphanet_263410,0.3695798546847018,1,Infantile spams - psychomotor retardation - progressive brain atrophy - basal ganglia disease,"[Orphanet_309827, Orphanet_183763, EFO_0005596]","[OTAR_0000018, OTAR_0000020]"
SLC19A3,ENSG00000135917,MONDO_0009723,0.3743074976000028,23,Leigh syndrome,"[MONDO_0016387, MONDO_0020127]","[OTAR_0000018, OTAR_0000020, EFO_0000618]"
SLC19A3,ENSG00000135917,EFO_0007660,0.24502047430053628,2,neuroticism measurement,"[EFO_0007911, EFO_0006848]",[EFO_0001444]
SLC2A1,ENSG00000117394,Orphanet_98811,0.8137636254588384,82,Paroxysmal exertion-induced dyskinesia,"[Orphanet_391799, Orphanet_306768]","[OTAR_0000018, EFO_0000618]"
SLC2A1,ENSG00000117394,EFO_0010750,0.24790415464788307,1,PHF-tau measurement,"[EFO_0006514, EFO_0004464]",[EFO_0001444]
SLC2A1,ENSG00000117394,MONDO_0018959,0.3695798546847018,1,potassium-aggravated myotonia,"[EFO_1001899, MONDO_0016120]","[OTAR_0000006, EFO_0000618]"
SLC2A1,ENSG00000117394,MONDO_0016058,0.26646707522767,2,paroxysmal dystonia,[MONDO_0020065],"[OTAR_0000018, EFO_0000618]"
SLC2A1,ENSG00000117394,MONDO_0016025,0.37345832009861574,15,myoclonic-astatic epilepsy,"[MONDO_0015653, MONDO_0020072, MONDO_0019216]","[OTAR_0000018, OTAR_0000020, EFO_0000618]"
SLC2A1,ENSG00000117394,MONDO_0012143,0.7555108328564245,37,hereditary cryohydrocytosis with reduced stomatin,"[MONDO_0000508, MONDO_0017706, MONDO_0020102, MONDO_0003689]","[MONDO_0002025, OTAR_0000018, OTAR_0000020, EFO_0000618, EFO_0005803]"
SLC2A1,ENSG00000117394,HP_0000486,0.3326218692162316,1,Strabismus,[HP_0000549],[EFO_0000651]
SLC2A1,ENSG00000117394,HP_0000252,0.42824872616463283,54,Microcephaly,"[HP_0000929, HP_0012443]",[EFO_0000651]
SLC2A1,ENSG00000117394,EFO_0000508,0.5443169513146213,91,genetic disorder,[OTAR_0000018],[OTAR_0000018]
SLC2A1,ENSG00000117394,MONDO_0012805,0.8089309094748696,85,childhood onset GLUT1 deficiency syndrome 2,"[MONDO_0000188, MONDO_0015427]","[OTAR_0000018, OTAR_0000020, EFO_0000618]"
SLC2A1,ENSG00000117394,HP_0002619,0.25947337294381506,1,Varicose veins,[HP_0002624],[EFO_0000651]
SLC2A1,ENSG00000117394,EFO_0005917,0.7912940249048684,63,generalised epilepsy,[MONDO_0015653],"[OTAR_0000018, EFO_0000618]"
SLC2A1,ENSG00000117394,HP_0200134,0.46399807146641997,16,Epileptic encephalopathy,[HP_0001298],[EFO_0000651]
SLC2A1,ENSG00000117394,EFO_0008111,0.27294818185320174,1,diet measurement,[EFO_0001444],[EFO_0001444]
SLC2A1,ENSG00000117394,MONDO_0019487,0.37013422446672883,2,epilepsy with myoclonic absences,"[MONDO_0020072, EFO_0004280]",[EFO_0000618]
SLC2A1,ENSG00000117394,MONDO_0010826,0.3703138813405339,4,childhood absence epilepsy,"[MONDO_0850093, MONDO_0000414, MONDO_0020072, MONDO_0015653]","[OTAR_0000018, EFO_0000618]"
SLC2A1,ENSG00000117394,EFO_0004833,0.42210565258350163,6,neutrophil count,"[EFO_0803548, EFO_0007987]",[EFO_0001444]
SLC2A1,ENSG00000117394,EFO_0004792,0.2517859157525508,1,plasminogen activator inhibitor 1 measurement,[EFO_0004747],[EFO_0001444]
SLC2A1,ENSG00000117394,EFO_0007993,0.32877696979647253,2,lymphocyte percentage of leukocytes,[EFO_0004587],[EFO_0001444]
SLC2A1,ENSG00000117394,EFO_0007990,0.3287773277624567,2,neutrophil percentage of leukocytes,[EFO_0004833],[EFO_0001444]
SLC2A1,ENSG00000117394,EFO_0007988,0.3506072818074769,3,myeloid white cell count,[EFO_0004308],[EFO_0001444]
